-3.331303e-17	-3.449775e-01
3.650238e-01	-7.906582e-17
1.240938e-17	3.164373e-01
-2.302489e-01	2.103868e-17
-4.647432e-17	-1.371880e-01
6.064624e-02	3.094450e-17
-1.462851e-17	1.186709e-02
9.853107e-03	-1.646940e-17
6.223512e-17	1.285608e-02
-7.411389e-03	2.541110e-17
1.946585e-17	-1.304497e-03
-1.893564e-03	1.653549e-17
-1.595792e-19	-2.117855e-03
9.324357e-04	-1.916193e-17
-6.561673e-17	-1.685332e-04
5.527179e-04	-2.818317e-17
-6.428699e-17	3.636027e-04
-3.032972e-05	1.572823e-17
2.752633e-17	1.479305e-04
-1.291774e-04	2.302107e-17
1.209485e-17	-2.738301e-05
-4.271679e-05	6.390372e-17
-3.973670e-17	-4.584437e-05
1.279029e-05	5.414787e-19
-2.496761e-17	-1.396569e-05
1.693712e-05	-2.648566e-17
4.732117e-19	5.400409e-06
4.868238e-06	-2.760888e-17
1.421322e-17	5.324834e-06
-9.279625e-07	-2.187091e-18
1.551729e-17	-3.449775e-01
3.650238e-01	1.126258e-16
-2.308854e-17	3.164373e-01
-2.302489e-01	1.296379e-16
-6.033468e-17	-1.371880e-01
6.064624e-02	8.958729e-17
-1.091909e-16	1.186709e-02
9.853107e-03	3.800625e-17
-1.533034e-16	1.285608e-02
-7.411389e-03	-1.404922e-18
-3.034451e-17	-1.304497e-03
-1.893564e-03	4.294104e-19
-3.398704e-17	-2.117855e-03
9.324357e-04	8.735415e-19
3.532717e-17	-1.685332e-04
5.527179e-04	-1.690115e-17
-9.136275e-18	3.636027e-04
-3.032972e-05	-1.296470e-17
-3.800607e-17	1.479305e-04
-1.291774e-04	6.476597e-18
-1.639273e-17	-2.738301e-05
-4.271679e-05	1.415683e-17
1.146887e-16	-4.584437e-05
1.279029e-05	3.440303e-17
4.657453e-17	-1.396569e-05
1.693712e-05	8.154161e-18
8.591816e-17	5.400409e-06
4.868238e-06	-9.280026e-18
1.385639e-16	5.324834e-06
-9.279625e-07	3.388885e-18
